================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=unigram_climb, v=1, w=-0.22789119392640048, v*w=-0.22789119392640048
f=unigram_are, v=1, w=-0.30915512766677145, v*w=-0.30915512766677145
f=unigram_his, v=1, w=-0.37413418362669487, v*w=-0.37413418362669487
f=unigram_cliff, v=2, w=-0.19035704529476796, v*w=-0.3807140905895359
f=unigram_to, v=1, w=-0.48944732742029523, v*w=-0.48944732742029523
f=unigram_friend, v=1, w=-0.49645514217478803, v*w=-0.49645514217478803
================================================================================
P: Police officer and his motorcycle in a crowd of people at a protest .
H: A police officer is arresting someone in front of a crowd .
label=0, predicted=0, correct
f=unigram_someone, v=1, w=0.40447252873692463, v*w=0.40447252873692463
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_crowd_of, v=1, w=0.3001443846488203, v*w=0.3001443846488203
f=unigram_people, v=1, w=0.28882961393253187, v*w=0.28882961393253187
f=bigram_front_of, v=1, w=0.1703695835980046, v*w=0.1703695835980046
f=bigram_in_front, v=1, w=0.14264428437832066, v*w=0.14264428437832066
f=bigram_police_officer, v=1, w=0.1045499956337758, v*w=0.1045499956337758
f=bigram_his_motorcycle, v=1, w=0.07003387776349007, v*w=0.07003387776349007
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=bigram_a_crowd, v=2, w=0.02573202050127106, v*w=0.05146404100254212
f=bigram_motorcycle_in, v=1, w=0.02138669486583928, v*w=0.02138669486583928
f=bigram_of_a, v=1, w=0.0193813254754124, v*w=0.0193813254754124
f=bigram_a_police, v=1, w=0.006943136137936657, v*w=0.006943136137936657
f=unigram_motorcycle, v=1, w=0.006730556345572637, v*w=0.006730556345572637
f=bigram_officer_is, v=1, w=0.0008619750217667705, v*w=0.0008619750217667705
f=bigram_officer_and, v=1, w=0, v*w=0
f=bigram_arresting_someone, v=1, w=0, v*w=0
f=bigram_is_arresting, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=3, w=-0.0024239052585922536, v*w=-0.00727171577577676
f=unigram_at, v=1, w=-0.0217453823726876, v*w=-0.0217453823726876
f=bigram_someone_in, v=1, w=-0.03424506964987943, v*w=-0.03424506964987943
f=unigram_police, v=1, w=-0.04966857063009501, v*w=-0.04966857063009501
f=unigram_arresting, v=1, w=-0.06912106501360102, v*w=-0.06912106501360102
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=bigram_people_at, v=1, w=-0.09273975081808335, v*w=-0.09273975081808335
f=unigram_officer, v=2, w=-0.047837744711819216, v*w=-0.09567548942363843
f=unigram_of, v=2, w=-0.05210813364358563, v*w=-0.10421626728717126
f=bigram_and_his, v=1, w=-0.10594027270890663, v*w=-0.10594027270890663
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=bigram_at_a, v=1, w=-0.15317639340581699, v*w=-0.15317639340581699
f=bigram_protest_., v=1, w=-0.15327236783916784, v*w=-0.15327236783916784
f=unigram_front, v=1, w=-0.15463392971701118, v*w=-0.15463392971701118
f=unigram_in, v=2, w=-0.08602513351516965, v*w=-0.1720502670303393
f=bigram_crowd_., v=1, w=-0.1750431166082717, v*w=-0.1750431166082717
f=unigram_crowd, v=2, w=-0.08926376625903566, v*w=-0.17852753251807132
f=unigram_protest, v=1, w=-0.20633810185887747, v*w=-0.20633810185887747
f=bigram_a_protest, v=1, w=-0.2426094346910168, v*w=-0.2426094346910168
f=bigram_of_people, v=1, w=-0.2771207588736946, v*w=-0.2771207588736946
f=unigram_his, v=1, w=-0.37413418362669487, v*w=-0.37413418362669487
================================================================================
P: A little girl wearing a pink , yellow and white bathing suit , gets wet from a splash of water .
H: A girl gets wet from a splash of water by her brother .
label=0, predicted=0, correct
f=bigram_water_., v=1, w=0.40015636041424335, v*w=0.40015636041424335
f=unigram_wet, v=2, w=0.19674194282173785, v*w=0.3934838856434757
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_yellow_and, v=1, w=0.2250430068854973, v*w=0.2250430068854973
f=bigram_a_girl, v=1, w=0.20714044918086577, v*w=0.20714044918086577
f=bigram_bathing_suit, v=1, w=0.159457982481184, v*w=0.159457982481184
f=bigram_wearing_a, v=1, w=0.13123149389916114, v*w=0.13123149389916114
f=bigram_pink_,, v=1, w=0.1290193342165712, v*w=0.1290193342165712
f=unigram_white, v=1, w=0.10680748882731173, v*w=0.10680748882731173
f=bigram_,_yellow, v=1, w=0.10109881097826233, v*w=0.10109881097826233
f=unigram_yellow, v=1, w=0.09997060169943839, v*w=0.09997060169943839
f=bigram_a_little, v=1, w=0.09941721644545987, v*w=0.09941721644545987
f=unigram_little, v=1, w=0.0942589897661181, v*w=0.0942589897661181
f=unigram_by, v=1, w=0.09026834019447456, v*w=0.09026834019447456
f=unigram_girl, v=2, w=0.03467335795491539, v*w=0.06934671590983078
f=unigram_pink, v=1, w=0.06458608600864693, v*w=0.06458608600864693
f=bigram_white_bathing, v=1, w=0.05500726723121218, v*w=0.05500726723121218
f=unigram_bathing, v=1, w=0.05278793780727002, v*w=0.05278793780727002
f=bigram_and_white, v=1, w=0.05236378663859645, v*w=0.05236378663859645
f=bigram_girl_gets, v=1, w=0.03829751336506489, v*w=0.03829751336506489
f=unigram_water, v=2, w=0.0110190220538336, v*w=0.0220380441076672
f=bigram_,_gets, v=1, w=0, v*w=0
f=bigram_splash_of, v=2, w=0, v*w=0
f=bigram_gets_wet, v=2, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_of_water, v=2, w=-0.0022509314358267764, v*w=-0.004501862871653553
f=unigram_a, v=3, w=-0.0024239052585922536, v*w=-0.00727171577577676
f=bigram_a_pink, v=1, w=-0.01270640795467066, v*w=-0.01270640795467066
f=bigram_by_her, v=1, w=-0.018501576076440984, v*w=-0.018501576076440984
f=bigram_little_girl, v=1, w=-0.02983746193004272, v*w=-0.02983746193004272
f=bigram_suit_,, v=1, w=-0.03135445513241271, v*w=-0.03135445513241271
f=unigram_,, v=2, w=-0.0210107357906898, v*w=-0.0420214715813796
f=unigram_wearing, v=1, w=-0.05100125722308318, v*w=-0.05100125722308318
f=bigram_her_brother, v=1, w=-0.057483144941353634, v*w=-0.057483144941353634
f=bigram_brother_., v=1, w=-0.06116813216266294, v*w=-0.06116813216266294
f=bigram_girl_wearing, v=1, w=-0.07447591526180242, v*w=-0.07447591526180242
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=bigram_water_by, v=1, w=-0.07868867879534219, v*w=-0.07868867879534219
f=bigram_wet_from, v=2, w=-0.04088238233434699, v*w=-0.08176476466869398
f=unigram_of, v=2, w=-0.05210813364358563, v*w=-0.10421626728717126
f=bigram_from_a, v=2, w=-0.05330866192437523, v*w=-0.10661732384875046
f=bigram_a_splash, v=2, w=-0.09543896665137468, v*w=-0.19087793330274935
f=unigram_her, v=1, w=-0.21546840459580557, v*w=-0.21546840459580557
f=unigram_brother, v=1, w=-0.2467960654895964, v*w=-0.2467960654895964
f=unigram_splash, v=2, w=-0.15338042084953402, v*w=-0.30676084169906803
f=unigram_suit, v=1, w=-0.3314085709018908, v*w=-0.3314085709018908
f=unigram_from, v=2, w=-0.16801892540366675, v*w=-0.3360378508073335
f=unigram_gets, v=2, w=-0.22328782079036266, v*w=-0.4465756415807253
================================================================================
P: A bridal party is posing for a picture outdoors .
H: The party is taking pictures before a wedding .
label=0, predicted=0, correct
f=unigram_outdoors, v=1, w=0.8295306428695773, v*w=0.8295306428695773
f=unigram_picture, v=1, w=0.4860526589723839, v*w=0.4860526589723839
f=bigram_outdoors_., v=1, w=0.3564424356586344, v*w=0.3564424356586344
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_wedding, v=1, w=0.281524745981185, v*w=0.281524745981185
f=bigram_is_taking, v=1, w=0.1781831760910273, v*w=0.1781831760910273
f=bigram_wedding_., v=1, w=0.08282485346792257, v*w=0.08282485346792257
f=bigram_taking_pictures, v=1, w=0.07271394695528041, v*w=0.07271394695528041
f=bigram_a_bridal, v=1, w=0.05104507277421893, v*w=0.05104507277421893
f=bigram_a_wedding, v=1, w=0.049162336879058154, v*w=0.049162336879058154
f=bigram_is_posing, v=1, w=0.047068734292536794, v*w=0.047068734292536794
f=unigram_bridal, v=1, w=0.034948135076187326, v*w=0.034948135076187326
f=bigram_bridal_party, v=1, w=0.034948135076187326, v*w=0.034948135076187326
f=bigram_picture_outdoors, v=1, w=0.009139471269395965, v*w=0.009139471269395965
f=bigram_pictures_before, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_posing, v=1, w=-0.03331187098902415, v*w=-0.03331187098902415
f=bigram_before_a, v=1, w=-0.03358135753218908, v*w=-0.03358135753218908
f=bigram_party_is, v=2, w=-0.017638364070202518, v*w=-0.035276728140405035
f=bigram_the_party, v=1, w=-0.07946584528217725, v*w=-0.07946584528217725
f=unigram_before, v=1, w=-0.11599826658694141, v*w=-0.11599826658694141
f=bigram_a_picture, v=1, w=-0.14059691030184837, v*w=-0.14059691030184837
f=unigram_taking, v=1, w=-0.15867099823712447, v*w=-0.15867099823712447
f=bigram_posing_for, v=1, w=-0.18274786190002257, v*w=-0.18274786190002257
f=unigram_is, v=2, w=-0.1087656479607868, v*w=-0.2175312959215736
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_pictures, v=1, w=-0.24077639147969104, v*w=-0.24077639147969104
f=bigram_for_a, v=1, w=-0.24368476030878264, v*w=-0.24368476030878264
f=unigram_party, v=2, w=-0.3470869627288594, v*w=-0.6941739254577188
f=unigram_for, v=1, w=-0.7511752560076752, v*w=-0.7511752560076752
================================================================================
P: A group of people walk up a ramp on a cloudy day .
H: The people are walking .
label=1, predicted=1, correct
f=unigram_people, v=2, w=0.28882961393253187, v*w=0.5776592278650637
f=bigram_walking_., v=1, w=0.4890240332791327, v*w=0.4890240332791327
f=bigram_are_walking, v=1, w=0.3962712279785181, v*w=0.3962712279785181
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_group, v=1, w=0.16301494349359533, v*w=0.16301494349359533
f=unigram_up, v=1, w=0.15984101364845932, v*w=0.15984101364845932
f=unigram_walk, v=1, w=0.15932665349817007, v*w=0.15932665349817007
f=bigram_a_group, v=1, w=0.11136202503331728, v*w=0.11136202503331728
f=bigram_ramp_on, v=1, w=0.0832455769300203, v*w=0.0832455769300203
f=bigram_people_walk, v=1, w=0.06972638981632426, v*w=0.06972638981632426
f=bigram_cloudy_day, v=1, w=0.04655697838997291, v*w=0.04655697838997291
f=bigram_walk_up, v=1, w=0.028730893616827978, v*w=0.028730893616827978
f=unigram_ramp, v=1, w=0.02429681120879272, v*w=0.02429681120879272
f=bigram_people_are, v=1, w=0.008624136862461192, v*w=0.008624136862461192
f=bigram_a_cloudy, v=1, w=0.0036249959172316285, v*w=0.0036249959172316285
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_on_a, v=1, w=-3.6941557408380274e-06, v*w=-3.6941557408380274e-06
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_cloudy, v=1, w=-0.008170768267135767, v*w=-0.008170768267135767
f=bigram_day_., v=1, w=-0.008264393936830972, v*w=-0.008264393936830972
f=bigram_a_ramp, v=1, w=-0.015434231613849068, v*w=-0.015434231613849068
f=unigram_walking, v=1, w=-0.048020427955048656, v*w=-0.048020427955048656
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=bigram_up_a, v=1, w=-0.11064367585806988, v*w=-0.11064367585806988
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_day, v=1, w=-0.24436168265665165, v*w=-0.24436168265665165
f=bigram_group_of, v=1, w=-0.2512900503993891, v*w=-0.2512900503993891
f=bigram_of_people, v=1, w=-0.2771207588736946, v*w=-0.2771207588736946
f=unigram_are, v=1, w=-0.30915512766677145, v*w=-0.30915512766677145
f=bigram_the_people, v=1, w=-0.6487899686924525, v*w=-0.6487899686924525
================================================================================
P: A woman pulls a small child in a sled through the snow .
H: A woman pulls a child .
label=1, predicted=1, correct
f=bigram_snow_., v=1, w=0.4729441954740521, v*w=0.4729441954740521
f=unigram_pulls, v=2, w=0.2113285483337061, v*w=0.4226570966674122
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_woman, v=2, w=0.1413660042219838, v*w=0.2827320084439676
f=bigram_a_child, v=1, w=0.21095841782554156, v*w=0.21095841782554156
f=bigram_pulls_a, v=2, w=0.10523127190543202, v*w=0.21046254381086404
f=bigram_small_child, v=1, w=0.15946031353390275, v*w=0.15946031353390275
f=bigram_a_woman, v=2, w=0.07886436240659192, v*w=0.15772872481318384
f=bigram_the_snow, v=1, w=0.13994833456326708, v*w=0.13994833456326708
f=bigram_child_., v=1, w=0.0833431163012165, v*w=0.0833431163012165
f=bigram_a_small, v=1, w=0.08070659131393214, v*w=0.08070659131393214
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=bigram_through_the, v=1, w=0.05834144378044323, v*w=0.05834144378044323
f=bigram_woman_pulls, v=2, w=0.020566356275194708, v*w=0.041132712550389416
f=bigram_child_in, v=1, w=0.005256536265516679, v*w=0.005256536265516679
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=unigram_through, v=1, w=-0.05419591641098961, v*w=-0.05419591641098961
f=unigram_snow, v=1, w=-0.06092911524979359, v*w=-0.06092911524979359
f=unigram_child, v=2, w=-0.03844179628189679, v*w=-0.07688359256379358
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_a_sled, v=1, w=-0.13092965050514835, v*w=-0.13092965050514835
f=unigram_small, v=1, w=-0.13573378107693718, v*w=-0.13573378107693718
f=bigram_sled_through, v=1, w=-0.1769267925997342, v*w=-0.1769267925997342
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_sled, v=1, w=-0.30938446693877447, v*w=-0.30938446693877447
================================================================================
P: There is not an image here .
H: There is only a single color displayed instead of an image .
label=0, predicted=1, wrong
f=unigram_there, v=2, w=0.9302926795128035, v*w=1.860585359025607
f=bigram_there_is, v=2, w=0.6169216213345298, v*w=1.2338432426690595
f=bigram_is_not, v=1, w=0.4317158536349826, v*w=0.4317158536349826
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_not, v=1, w=0.2881805594636506, v*w=0.2881805594636506
f=negation_s1, v=1, w=0.22485757777299273, v*w=0.22485757777299273
f=bigram_an_image, v=2, w=0.09182180813473675, v*w=0.1836436162694735
f=bigram_only_a, v=1, w=0.03411242918849636, v*w=0.03411242918849636
f=unigram_color, v=1, w=0.03402820054365645, v*w=0.03402820054365645
f=unigram_displayed, v=1, w=0.026421965422697025, v*w=0.026421965422697025
f=unigram_here, v=1, w=0.016066845813971522, v*w=0.016066845813971522
f=bigram_of_an, v=1, w=0.014583613640400549, v*w=0.014583613640400549
f=bigram_is_only, v=1, w=0.0021044591431817034, v*w=0.0021044591431817034
f=bigram_color_displayed, v=1, w=0, v*w=0
f=bigram_not_an, v=1, w=0, v*w=0
f=bigram_image_here, v=1, w=0, v*w=0
f=bigram_displayed_instead, v=1, w=0, v*w=0
f=bigram_single_color, v=1, w=0, v*w=0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_instead, v=1, w=-0.01620302919030018, v*w=-0.01620302919030018
f=bigram_instead_of, v=1, w=-0.01620302919030018, v*w=-0.01620302919030018
f=bigram_a_single, v=1, w=-0.019142157582989452, v*w=-0.019142157582989452
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=bigram_image_., v=1, w=-0.05649095892304835, v*w=-0.05649095892304835
f=bigram_here_., v=1, w=-0.06329887503722215, v*w=-0.06329887503722215
f=unigram_single, v=1, w=-0.06594095320146966, v*w=-0.06594095320146966
f=unigram_image, v=2, w=-0.08681700484059056, v*w=-0.17363400968118112
f=unigram_only, v=1, w=-0.21093508735835645, v*w=-0.21093508735835645
f=unigram_is, v=2, w=-0.1087656479607868, v*w=-0.2175312959215736
f=unigram_an, v=2, w=-0.1150717082369504, v*w=-0.2301434164739008
================================================================================
P: A man and a woman are sitting at a table outside , next to a small flower garden .
H: The man and woman are on a date .
label=0, predicted=0, correct
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_woman, v=2, w=0.1413660042219838, v*w=0.2827320084439676
f=bigram_next_to, v=1, w=0.27176871974387284, v*w=0.27176871974387284
f=unigram_flower, v=1, w=0.245741459014968, v*w=0.245741459014968
f=bigram_woman_are, v=2, w=0.1016299547244594, v*w=0.2032599094489188
f=unigram_outside, v=1, w=0.19064031592173877, v*w=0.19064031592173877
f=unigram_man, v=2, w=0.09125296665009319, v*w=0.18250593330018638
f=bigram_a_man, v=1, w=0.16304572728321168, v*w=0.16304572728321168
f=unigram_sitting, v=1, w=0.15861525698681056, v*w=0.15861525698681056
f=unigram_table, v=1, w=0.13347499303849916, v*w=0.13347499303849916
f=unigram_next, v=1, w=0.11387993184802085, v*w=0.11387993184802085
f=bigram_are_sitting, v=1, w=0.09241556737834421, v*w=0.09241556737834421
f=bigram_a_table, v=1, w=0.08349347753236733, v*w=0.08349347753236733
f=bigram_a_small, v=1, w=0.08070659131393214, v*w=0.08070659131393214
f=bigram_a_woman, v=1, w=0.07886436240659192, v*w=0.07886436240659192
f=bigram_and_a, v=1, w=0.07472984430831016, v*w=0.07472984430831016
f=bigram_,_next, v=1, w=0.05191711077323568, v*w=0.05191711077323568
f=bigram_table_outside, v=1, w=0.050078905022636025, v*w=0.050078905022636025
f=unigram_garden, v=1, w=0.020774665875556597, v*w=0.020774665875556597
f=bigram_are_on, v=1, w=0.017886711665117516, v*w=0.017886711665117516
f=bigram_and_woman, v=1, w=0.0061491386504282045, v*w=0.0061491386504282045
f=bigram_to_a, v=1, w=0.0015750532160762939, v*w=0.0015750532160762939
f=bigram_flower_garden, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_on_a, v=1, w=-3.6941557408380274e-06, v*w=-3.6941557408380274e-06
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_a, v=4, w=-0.0024239052585922536, v*w=-0.009695621034369014
f=unigram_,, v=1, w=-0.0210107357906898, v*w=-0.0210107357906898
f=unigram_at, v=1, w=-0.0217453823726876, v*w=-0.0217453823726876
f=bigram_small_flower, v=1, w=-0.04999831269504576, v*w=-0.04999831269504576
f=bigram_garden_., v=1, w=-0.08341178875987504, v*w=-0.08341178875987504
f=bigram_outside_,, v=1, w=-0.10925550671663195, v*w=-0.10925550671663195
f=bigram_sitting_at, v=1, w=-0.12258037581201829, v*w=-0.12258037581201829
f=unigram_small, v=1, w=-0.13573378107693718, v*w=-0.13573378107693718
f=unigram_and, v=2, w=-0.0751160091009072, v*w=-0.1502320182018144
f=bigram_at_a, v=1, w=-0.15317639340581699, v*w=-0.15317639340581699
f=bigram_date_., v=1, w=-0.17528367076582724, v*w=-0.17528367076582724
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_a_date, v=1, w=-0.254373447894845, v*w=-0.254373447894845
f=unigram_date, v=1, w=-0.25994842791246237, v*w=-0.25994842791246237
f=bigram_the_man, v=1, w=-0.26077279290460015, v*w=-0.26077279290460015
f=bigram_man_and, v=2, w=-0.17598803423616258, v*w=-0.35197606847232515
f=unigram_to, v=1, w=-0.48944732742029523, v*w=-0.48944732742029523
f=unigram_are, v=2, w=-0.30915512766677145, v*w=-0.6183102553335429
================================================================================
P: Jet flying low over a field with a woman in the field .
H: A woman watches a jet fly over her .
label=0, predicted=0, correct
f=bigram_the_field, v=1, w=0.3823784817447336, v*w=0.3823784817447336
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_watches_a, v=1, w=0.28912498227785405, v*w=0.28912498227785405
f=unigram_woman, v=2, w=0.1413660042219838, v*w=0.2827320084439676
f=bigram_her_., v=1, w=0.11506244631664785, v*w=0.11506244631664785
f=bigram_a_woman, v=1, w=0.07886436240659192, v*w=0.07886436240659192
f=unigram_low, v=1, w=0.07311894752985942, v*w=0.07311894752985942
f=unigram_flying, v=1, w=0.062413100185103966, v*w=0.062413100185103966
f=bigram_with_a, v=1, w=0.03303898737095512, v*w=0.03303898737095512
f=bigram_field_with, v=1, w=0.0009583798190213244, v*w=0.0009583798190213244
f=bigram_jet_fly, v=1, w=0, v*w=0
f=bigram_low_over, v=1, w=0, v*w=0
f=bigram_fly_over, v=1, w=0, v*w=0
f=bigram_jet_flying, v=1, w=0, v*w=0
f=bigram_flying_low, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_watches, v=1, w=-0.005152280086803464, v*w=-0.005152280086803464
f=bigram_over_her, v=1, w=-0.01696619574396999, v*w=-0.01696619574396999
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=bigram_field_., v=1, w=-0.018236374367485004, v*w=-0.018236374367485004
f=bigram_woman_watches, v=1, w=-0.038882153057971304, v*w=-0.038882153057971304
f=bigram_a_jet, v=1, w=-0.06979503563019307, v*w=-0.06979503563019307
f=bigram_in_the, v=1, w=-0.07759903285762955, v*w=-0.07759903285762955
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_woman_in, v=1, w=-0.09202603561617556, v*w=-0.09202603561617556
f=unigram_jet, v=1, w=-0.1317167000496137, v*w=-0.1317167000496137
f=unigram_fly, v=1, w=-0.17565006324223228, v*w=-0.17565006324223228
f=unigram_field, v=2, w=-0.09960848434711664, v*w=-0.19921696869423328
f=bigram_a_field, v=1, w=-0.21375031132997388, v*w=-0.21375031132997388
f=unigram_her, v=1, w=-0.21546840459580557, v*w=-0.21546840459580557
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_over_a, v=1, w=-0.31153633528437524, v*w=-0.31153633528437524
f=unigram_over, v=2, w=-0.21929055382537374, v*w=-0.4385811076507475
================================================================================
P: A toddler dressed only in a pamper is sitting on the floor playing with 4 `` car '' pieces to a train set .
H: A child plays with a train set .
label=1, predicted=1, correct
f=bigram_is_sitting, v=1, w=0.48200488009099296, v*w=0.48200488009099296
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_train, v=2, w=0.1517127515862985, v*w=0.303425503172597
f=bigram_plays_with, v=1, w=0.28149181530562767, v*w=0.28149181530562767
f=bigram_a_child, v=1, w=0.21095841782554156, v*w=0.21095841782554156
f=bigram_the_floor, v=1, w=0.17885293608707276, v*w=0.17885293608707276
f=unigram_sitting, v=1, w=0.15861525698681056, v*w=0.15861525698681056
f=unigram_pieces, v=1, w=0.13766849916179805, v*w=0.13766849916179805
f=unigram_floor, v=1, w=0.13710583373018245, v*w=0.13710583373018245
f=bigram_on_the, v=1, w=0.12474800655387817, v*w=0.12474800655387817
f=bigram_train_set, v=2, w=0.04187257286133205, v*w=0.0837451457226641
f=unigram_dressed, v=1, w=0.05923610848048953, v*w=0.05923610848048953
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=unigram_4, v=1, w=0.05103592744980954, v*w=0.05103592744980954
f=bigram_a_train, v=2, w=0.01922629368603103, v*w=0.03845258737206206
f=bigram_with_a, v=1, w=0.03303898737095512, v*w=0.03303898737095512
f=unigram_playing, v=1, w=0.030992236070607, v*w=0.030992236070607
f=unigram_car, v=1, w=0.012876788304917213, v*w=0.012876788304917213
f=bigram_a_toddler, v=1, w=0.0028918586655501226, v*w=0.0028918586655501226
f=bigram_to_a, v=1, w=0.0015750532160762939, v*w=0.0015750532160762939
f=unigram_pamper, v=1, w=0, v*w=0
f=bigram_''_pieces, v=1, w=0, v*w=0
f=bigram_4_``, v=1, w=0, v*w=0
f=bigram_dressed_only, v=1, w=0, v*w=0
f=bigram_toddler_dressed, v=1, w=0, v*w=0
f=bigram_``_car, v=1, w=0, v*w=0
f=bigram_only_in, v=1, w=0, v*w=0
f=bigram_a_pamper, v=1, w=0, v*w=0
f=bigram_car_'', v=1, w=0, v*w=0
f=bigram_pamper_is, v=1, w=0, v*w=0
f=bigram_floor_playing, v=1, w=0, v*w=0
f=bigram_pieces_to, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_a, v=3, w=-0.0024239052585922536, v*w=-0.00727171577577676
f=bigram_child_plays, v=1, w=-0.0143546827016739, v*w=-0.0143546827016739
f=bigram_with_4, v=1, w=-0.027727655405110425, v*w=-0.027727655405110425
f=unigram_with, v=2, w=-0.017849579505314447, v*w=-0.035699159010628895
f=unigram_``, v=1, w=-0.038285322566415855, v*w=-0.038285322566415855
f=unigram_child, v=1, w=-0.03844179628189679, v*w=-0.03844179628189679
f=unigram_toddler, v=1, w=-0.042404423437714694, v*w=-0.042404423437714694
f=unigram_'', v=1, w=-0.07159605623787739, v*w=-0.07159605623787739
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=unigram_plays, v=1, w=-0.14397192609547269, v*w=-0.14397192609547269
f=unigram_set, v=2, w=-0.07377330596772902, v*w=-0.14754661193545804
f=bigram_playing_with, v=1, w=-0.1699072115963312, v*w=-0.1699072115963312
f=unigram_only, v=1, w=-0.21093508735835645, v*w=-0.21093508735835645
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_set_., v=2, w=-0.11917573495841195, v*w=-0.2383514699168239
f=bigram_sitting_on, v=1, w=-0.28402875416762685, v*w=-0.28402875416762685
f=unigram_to, v=1, w=-0.48944732742029523, v*w=-0.48944732742029523
================================================================================
P: Three children dressed in winter clothes are walking through the woods while pushing cargo along .
H: Three children are dressed in winter clothes .
label=1, predicted=1, correct
f=unigram_clothes, v=2, w=0.2596622735567232, v*w=0.5193245471134464
f=bigram_three_children, v=2, w=0.21781564333633738, v*w=0.43563128667267476
f=bigram_are_walking, v=1, w=0.3962712279785181, v*w=0.3962712279785181
f=bigram_dressed_in, v=2, w=0.19053338217764598, v*w=0.38106676435529196
f=bigram_in_winter, v=2, w=0.18274754294469475, v*w=0.3654950858893895
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_three, v=2, w=0.13693708289933057, v*w=0.27387416579866114
